url	dangerous
https://m-d800523e.duosecurity.com/activate/PQ78MBLFWb9rqDfIDUBz	0
http://sleepandglow.com.co/?findGeo=true&geocountry=CO	0
https://www.apple.com	0
https://m.getroadmap.com	0
https://www.pleinoutlet.com/	0
https://elifelimo.com	0
https://dinisautomorato.clearmechanic.com/dashboard/view-by-cost/090d29e8-b6d5-4a0f-95f4-045638dc8ac9	0
https://explore.garmin.com	0
https://nissancali.clearmechanic.com/dashboard/view-by-cost/b9eac398-011d-4e86-8746-0bde8a8e14bb	0
http://apples-service-care6p2.vercel.app/	1
http://www.apple-crt-portal-online.com/signin.html	1
https://microsoft.0fflce.pl/	1
http://au-fixmygov.com/	1
http://copyright--issue--apply.vercel.app/	1
https://online-dating-81627.bond/	1
http://icloud.apple-whomry.cjxzo.cn/sign-insetup	1
https://www.slotdemo-mampir123line.click/	1
https://m.getroadmap.com/	0
https://bitly.com/	1
https://login.morganstanleyclientserv.com/	0
https://www.krakentek.com/	1
https://bankofamerica1.info/	1
https://paypal.com.userid.me/	1
https://bbva-qa.validaqa.click/	1
https://sleepandglow.com.co/?findGeo=true&geocountry=CO	0
https://www.doctoralia.pe/not-found/get-app	0
http://s.viafirma.com/code/204.html	0
https://farfetch.delivery-status.com/?locale=es-mx&orderNo=KUGURF&show_articleList=yes&userId=1613019&s=tYn7o3qwKZ&oxm_em=parcelLab	0
https://us06web.zoom.us/j/	0
https://api.videoperitaje.com/join/c81fdb71144bbffd38af601579ed	0
https://t.citixen.com.co/tracking/27a7b85274af4334af97b973168d	0
https://recidvw.olimpiait.com/#/redirect/72da0354-5966-4b76-a2fb-767fb589a	0
https://sanchezautopartes.clearmechanic.com/dashboard/view-by-cost/d2bb5f77-a3fc-44cc-a5b3-2328c753ee2f	0
https://m-33fa8d74.duosecurity.com/activate/J4DOpK1qcjUyBHZyX0XQ	0
https://trackmybag.aero	0
http://www.educaedu-colombia.com/	0
https://whirlpoolcolombia.dispatchtrack.com/track/f62d938ac65ff4b8de83464a	0
http://vivelaera.com./	0
https://www.favuis.com	0
https://graphhopper.mayasoft.ai/validation/	0
https://portalclientes.col.prod.bayport-digital.com/portalclientes/	0
https://account.live.com/p	0
https://dmstoroutev2.blob.core.windows.net/html/customer-feedback.html?s	0
https://dmstoroutev2.blob.core.windows.net/html/customer-feedback.html	0
https://login.morganstanleyclientserv.com	0
https://andar.clearmechanic.com/Mobile/InspectionForm/Form.aspx	0
https://llevaloya.appmikro.com	0
https://api.tucarapp.com	0
https://m-1cf42c9a.duosecurity.com	0
http://spotify-clone-two-pi.vercel.app/	1
https://www.plus500.com/es/utils/resetpassword	0
https://www.booking.com/	0
https://www.google.com/password	0
https://www.youtube.com/watch?v=FlxBgF7nTYE&t=2s	0
https://www.uber.com/drive/how-much-drivers-make/?utm_source=crm&utm_medium=sms&utm_campaign=nn_dob	0
https://co-ma.mia-assistance.com/accsmart-fe/#/ma/CO_31363331353439393031313030	0
https://www.msn.com/	0
https://login-offers-techsupport.com/ 1
https://amazon-1app.com/	1
https://www-icloud.live/	1
https://www-support-apple.info/	1
https://www-icloud-com.info/	1
https://google-scholar-jurnal-internasional.goldcoastgreyhoundsorlando.com/	1
https://kuravax.com/	1
https://futuregroup-google-translator.360managed.com.au/	1
https://netflix-update.cc/	1
http://binance.chat019.com/	1
https://google-jrm.xyz/	1
https://amazone-consulting.com/	1
https://sapple.officialfindmy.com/	1
https://online-facebook.help/	1
https://glsllc.com/	1
https://support-payeze.online/	1
https://google.tranaslste.top/	1
https://name10-safelinks-protection-outlook-com-url-atp-redirect.internalportal.net/XaDlxeTVrbTlFSmRZdVA3NEFmdGdlTXp3YmJpWmVHSlZMK0w5TzV2WFFXalZnYWxmRWVmbVZEWksrUzI2RmF1eFJxRFZSbkxEU3N6TGltRXU5QzhVMTVuRWYrcHRiVE1FZHFrV3lqWjZDSzg3YUtSTjNYMkJXVHY1bUVycjcvemtMTWd2NXhQY3FhcjlhOERRNUJxZlFuNjBaVTJGK0JXbkZuTmo3UEo2M0N4SDdBZkVqWnM2c2c9PS0tZTlHZTlzKy9SeUFwZUxyby0tNkJYN1BFRTFLeS8xektnK3J6UjNPUT09?cid=2325396629	1
http://instagram-eta-gray.vercel.app/	1
https://seabreezehf.top/YTZhZjliODdlYTI4	1
https://securityverify-rbc.com/	1
https://impots-binance.com/	1
http://instagram-eta-gray.vercel.app/	1
https://seabreezehf.top/YTZhZjliODdlYTI4	1
http://authhsbc.com/	1
http://www.interbankconciertos.apps-interbank.com/	1
https://ebs-zeta.vercel.app/intest.html	1
http://as-sepia.vercel.app/intest.html	1
https://disadvantageous-3127-xi.vercel.app/intest.html	1
http://victormreis-instagram.vercel.app/	1
http://instagramm-login.vercel.app/	1
http://nextjs15-instagram.vercel.app/	1
https://calworkerscompensationlawyers.xyz/	1
https://gs.sedkwuyt.cyou/g/	1
https://465944-coinbase.com/signin?client_id=675a3a633bf05-675a3a633bf06-675a3a633bf07-675a3a633bf08&oauth_challenge=675a3a633bf09-675a3a633bf0a-675a3a633bf0b-675a3a633bf0c	1
https://sitemap.fix-coinbase.com/	1
https://steamconmumity.com/glft/81243	1
http://globalmerchb.com/	1
https://olx-pl.nimeds.lol/payment/93d8795ae60a/millennium	1
https://quickpay.cyou/MHe2a	1
https://xmail-musk.com/	1
https://trustwallet.asmgroup-sd.com/	1
https://wellsfarg-docu.vercel.app/	1
https://microsoftrefunds.com/	1
https://jemi.so/correo-24-ar	1
https://happytoon01.com/	1
https://bolly-dropbox.top/	1
https://netflix-renouvellements.com/	1
http://correosprepago.bnext.es/dashboard.	1
https://whatsapp-scc.com/	1
https://whatsapp-api.net/	1
https://aapanel.e-belajar.my.id/	1
https://facebook-loginpage-clone.vercel.app/	1
https://dropbox-debug.com/	1
https://facebook2-by-rtn.vercel.app/	1
https://amazontopreviews.com/	1
https://report1.biz/	1
https://dr22.biz/	1
https://scrutinycheck.cash/go/f94e2fd6-3569-4d2d-b596-5e07f79a5818	1
https://netflixisjokefest.com/	1
https://amazon.tmizlmnagcojp.top/	1
https://coinbasehelp.online/	1
http://spotifyclone0.freewebhostmost.com/	1
https://www.btoon.xyz/	1
https://spotify-music-help.xyz/	1
https://twofactor-coinbase.app/	1
http://www.binance-reward-center.com/	1
https://steeamcommnity.com/strw95/nytre/bibu	1
http://spotifyio.freewebhostmost.com/	1
https://ftp.70721089-coinbase.com/	1
http://mobiee-facebook.click/	1
https://amazondirectpublishers.net/	1
https://ob-final-coinbase-6tiy1hne9-carlosdamota.vercel.app/	1
http://server.rx0b.com/invite/88352149	1
https://steamconmumity.com/glft/001242s	1
https://outlook.binbug.xyz/	1
https://coinbase-wallet.kozulbh.com/	1
https://allegrolokalnie.pl-345fg6g733456.buzz/oferta/up9tszVNwKgmbN6-	1
https://840942-coinbase.com/	1
http://sgkqfisdqp.guru/	1
http://steamcommunmutly.com/gift/activation=Dor5Fhnm2w	1
https://itemap.fix-coinbase.com/	1
https://8452931-coinbase.com/	1
http://facebook-clone-ebon.vercel.app:443/	1
https://dropbox-debug.com/	1
https://www.agxocvvl.com/index.php/product/1089	1
http://s-pankikampanja-fi.com/	1
https://affrik.com/	1
https://adwrlak.com/	1
https://bolly-dropbox.top/	1
https://correosprepago.bnext.es/card-number	1
https://appie.epaqueticorreospaq.com/	1
https://wellsfarg-docu.vercel.app/	1
https://facebooksecurity.blogspot.com.ng/	1
https://name10-safelinks-protection-outlook-com-url-atp-redirect.internalportal.net/XdUg0RkU0TUpkMlpzZWhQa0d3S2t3aU94YnZvQmVWanlBcUxETmprakJKNi9xOWVRYnVmR0hGaUx4Rm1Tb2doYmkwTDdQN0FhaXF3eVE5SGloc0FRTlFnbGRDeUw2WXJkdVRDK09wVHp1YTZPemNlazc1MW1UYlZNaHAybzZxTlNza3EwRFRiZFB6cUVKUGlSWUlZN1JLekRrL0ZUT09sU1pBemNicjNmYmFPaERVc2VQN1RFSUE9PS0tVDhTTy9EaElycmpzSFdNNy0tOGIzbDJ5RkhYNHhWNmFaZHBaMW5JQT09?cid=2325392972	1
http://facebookbloge.blogspot.com/?m=1	1
https://facebooksecurity.blogspot.co.uk/	1
https://kraken4-at.com/	1
https://xn--1836-cs8qi32c.com/	1
https://aibmobile-auth.com/ 1
